"Date","Price","Open","High","Low","Vol.","Change %"
"08/30/2022","3,227.22","3,240.18","3,243.75","3,212.63","29.43B","-0.42%"
"08/29/2022","3,240.73","3,203.10","3,240.73","3,199.00","29.70B","0.14%"
"08/26/2022","3,236.22","3,250.63","3,266.27","3,232.28","30.99B","-0.31%"
"08/25/2022","3,246.25","3,223.46","3,248.35","3,199.12","33.62B","0.97%"
"08/24/2022","3,215.20","3,279.17","3,281.88","3,212.39","36.61B","-1.86%"
"08/23/2022","3,276.22","3,274.43","3,284.60","3,262.63","31.66B","-0.05%"
"08/22/2022","3,277.79","3,249.70","3,278.17","3,247.19","31.45B","0.61%"
"08/19/2022","3,258.08","3,275.62","3,286.49","3,258.06","33.35B","-0.59%"
"08/18/2022","3,277.54","3,286.37","3,289.14","3,270.56","30.17B","-0.46%"
"08/17/2022","3,292.53","3,282.10","3,296.00","3,263.35","32.61B","0.45%"
"08/16/2022","3,277.88","3,278.68","3,295.02","3,271.57","30.36B","0.05%"
"08/15/2022","3,276.09","3,268.37","3,286.89","3,261.82","28.71B","-0.02%"
"08/12/2022","3,276.89","3,275.77","3,288.22","3,272.84","29.99B","-0.15%"
"08/11/2022","3,281.67","3,243.47","3,281.67","3,237.90","30.06B","1.60%"
"08/10/2022","3,230.02","3,242.36","3,253.17","3,217.81","25.76B","-0.54%"
"08/09/2022","3,247.43","3,235.74","3,248.77","3,227.54","25.96B","0.32%"
"08/08/2022","3,236.93","3,218.85","3,237.97","3,214.08","25.43B","0.31%"
"08/05/2022","3,227.03","3,195.23","3,228.89","3,184.45","27.47B","1.19%"
"08/04/2022","3,189.04","3,179.43","3,191.00","3,155.70","26.09B","0.80%"
"08/03/2022","3,163.67","3,188.89","3,217.55","3,159.46","32.49B","-0.71%"
"08/02/2022","3,186.27","3,231.26","3,231.26","3,155.19","39.42B","-2.26%"
"08/01/2022","3,259.96","3,246.62","3,264.30","3,225.55","29.22B","0.21%"
"07/29/2022","3,253.24","3,282.81","3,294.80","3,246.37","30.73B","-0.89%"
"07/28/2022","3,282.58","3,287.50","3,305.71","3,277.11","28.81B","0.21%"
"07/27/2022","3,275.76","3,271.78","3,282.57","3,265.73","24.91B","-0.05%"
"07/26/2022","3,277.44","3,254.19","3,282.41","3,246.04","25.95B","0.83%"
"07/25/2022","3,250.39","3,269.71","3,273.18","3,243.03","27.12B","-0.60%"
"07/22/2022","3,269.97","3,276.20","3,293.64","3,246.73","30.07B","-0.06%"
"07/21/2022","3,272.00","3,297.66","3,300.53","3,272.00","33.24B","-0.99%"
"07/20/2022","3,304.72","3,291.55","3,308.35","3,287.74","30.15B","0.77%"
"07/19/2022","3,279.43","3,278.72","3,283.93","3,256.02","31.57B","0.04%"
"07/18/2022","3,278.10","3,235.09","3,278.47","3,226.23","34.83B","1.55%"
"07/15/2022","3,228.06","3,261.38","3,288.92","3,228.06","38.02B","-1.64%"
"07/14/2022","3,281.74","3,277.45","3,299.25","3,261.49","35.59B","-0.08%"
"07/13/2022","3,284.29","3,279.60","3,297.02","3,266.48","33.18B","0.09%"
"07/12/2022","3,281.47","3,307.22","3,319.25","3,277.08","33.46B","-0.97%"
"07/11/2022","3,313.58","3,341.10","3,341.10","3,297.00","34.27B","-1.27%"
"07/08/2022","3,356.08","3,380.37","3,386.31","3,354.12","32.29B","-0.25%"
"07/07/2022","3,364.40","3,353.13","3,375.86","3,332.31","33.44B","0.27%"
"07/06/2022","3,355.35","3,391.03","3,391.03","3,333.10","38.46B","-1.43%"
"07/05/2022","3,404.03","3,411.13","3,424.84","3,372.06","41.17B","-0.04%"
"07/04/2022","3,405.43","3,381.82","3,405.62","3,364.09","35.77B","0.53%"
"07/01/2022","3,387.64","3,400.26","3,404.05","3,378.36","35.05B","-0.32%"
"06/30/2022","3,398.62","3,358.93","3,417.01","3,358.93","38.12B","1.10%"
"06/29/2022","3,361.52","3,399.68","3,414.65","3,358.47","44.06B","-1.40%"
"06/28/2022","3,409.21","3,377.68","3,412.10","3,358.87","41.21B","0.89%"
"06/27/2022","3,379.19","3,364.00","3,393.31","3,364.00","41.41B","0.88%"
"06/24/2022","3,349.75","3,324.74","3,356.71","3,322.95","39.08B","0.89%"
"06/23/2022","3,320.15","3,269.05","3,320.15","3,262.29","40.06B","1.62%"
"06/22/2022","3,267.20","3,309.12","3,311.02","3,266.54","37.55B","-1.20%"
"06/21/2022","3,306.72","3,313.79","3,329.39","3,279.83","39.45B","-0.26%"
"06/20/2022","3,315.43","3,315.78","3,333.90","3,292.93","41.35B","-0.04%"
"06/17/2022","3,316.79","3,265.51","3,323.28","3,262.89","39.53B","0.96%"
"06/16/2022","3,285.38","3,306.84","3,319.69","3,277.53","43.32B","-0.61%"
"06/15/2022","3,305.41","3,289.10","3,358.55","3,288.85","55.06B","0.50%"
"06/14/2022","3,288.91","3,224.21","3,289.13","3,195.82","45.04B","1.02%"
"06/13/2022","3,255.55","3,256.27","3,272.99","3,229.31","43.86B","-0.89%"
"06/10/2022","3,284.83","3,214.18","3,286.62","3,210.81","43.99B","1.42%"
"06/09/2022","3,238.95","3,259.49","3,270.56","3,223.48","42.27B","-0.76%"
"06/08/2022","3,263.79","3,245.02","3,266.63","3,216.01","43.42B","0.68%"
"06/07/2022","3,241.76","3,235.42","3,253.09","3,222.64","40.22B","0.17%"
"06/06/2022","3,236.37","3,196.96","3,237.07","3,181.65","42.20B","1.28%"
"06/02/2022","3,195.46","3,170.31","3,197.28","3,163.76","36.18B","0.42%"
"06/01/2022","3,182.16","3,179.69","3,190.61","3,160.04","36.57B","-0.13%"
"05/31/2022","3,186.43","3,149.94","3,188.60","3,142.00","37.45B","1.19%"
"05/30/2022","3,149.06","3,141.96","3,150.89","3,123.15","34.94B","0.60%"
"05/27/2022","3,130.24","3,135.03","3,151.05","3,112.54","35.95B","0.23%"
"05/26/2022","3,123.11","3,111.48","3,133.28","3,079.48","37.03B","0.50%"
"05/25/2022","3,107.46","3,070.17","3,107.63","3,069.95","34.23B","1.19%"
"05/24/2022","3,070.93","3,149.06","3,153.13","3,070.93","41.63B","-2.41%"
"05/23/2022","3,146.86","3,150.49","3,150.51","3,127.90","35.34B","0.01%"
"05/20/2022","3,146.57","3,107.09","3,146.57","3,107.09","37.23B","1.60%"
"05/19/2022","3,096.96","3,046.71","3,096.96","3,042.67","33.66B","0.36%"
"05/18/2022","3,085.98","3,095.89","3,105.84","3,071.30","31.50B","-0.25%"
"05/17/2022","3,093.70","3,076.50","3,093.70","3,057.64","33.04B","0.65%"
"05/16/2022","3,073.75","3,100.55","3,102.58","3,063.40","33.81B","-0.34%"
"05/13/2022","3,084.28","3,068.03","3,086.10","3,059.25","33.17B","0.96%"
"05/12/2022","3,054.99","3,044.80","3,072.16","3,032.95","34.44B","-0.12%"
"05/11/2022","3,058.70","3,035.39","3,100.90","3,034.67","42.40B","0.75%"
"05/10/2022","3,035.84","2,965.78","3,043.78","2,957.40","37.07B","1.06%"
"05/09/2022","3,004.14","2,990.20","3,015.94","2,983.61","29.21B","0.09%"
"05/06/2022","3,001.56","3,011.32","3,030.69","2,992.72","34.33B","-2.16%"
"05/05/2022","3,067.76","3,044.85","3,082.23","3,042.12","38.31B","0.68%"
"04/29/2022","3,047.06","2,986.06","3,048.49","2,968.33","42.39B","2.41%"
"04/28/2022","2,975.48","2,945.81","2,991.51","2,936.79","37.54B","0.58%"
"04/27/2022","2,958.28","2,866.82","2,959.18","2,863.65","42.31B","2.49%"
"04/26/2022","2,886.43","2,930.45","2,957.68","2,878.26","40.16B","-1.44%"
"04/25/2022","2,928.51","3,034.27","3,043.82","2,928.51","43.36B","-5.13%"
"04/22/2022","3,086.92","3,058.40","3,105.66","3,049.36","34.20B","0.23%"
"04/21/2022","3,079.81","3,138.43","3,160.90","3,069.68","39.19B","-2.26%"
"04/20/2022","3,151.05","3,189.89","3,191.83","3,142.05","36.20B","-1.35%"
"04/19/2022","3,194.03","3,192.09","3,207.83","3,174.71","33.99B","-0.05%"
"04/18/2022","3,195.52","3,185.94","3,204.03","3,166.98","34.74B","-0.49%"
"04/15/2022","3,211.24","3,210.70","3,229.87","3,200.13","40.78B","-0.45%"
"04/14/2022","3,225.64","3,203.63","3,240.00","3,200.23","37.12B","1.22%"
"04/13/2022","3,186.82","3,199.80","3,225.47","3,183.53","39.12B","-0.82%"
"04/12/2022","3,213.33","3,165.12","3,214.54","3,140.90","41.83B","1.46%"
"04/11/2022","3,167.13","3,239.85","3,239.85","3,156.51","42.42B","-2.61%"
"04/08/2022","3,251.85","3,239.88","3,257.09","3,208.35","41.38B","0.47%"
"04/07/2022","3,236.70","3,267.81","3,290.26","3,236.48","40.26B","-1.42%"
"04/06/2022","3,283.43","3,269.43","3,288.11","3,255.69","42.96B","0.02%"
"04/01/2022","3,282.72","3,234.67","3,287.23","3,226.30","37.82B","0.94%"
"03/31/2022","3,252.20","3,256.14","3,272.04","3,246.06","39.84B","-0.44%"
"03/30/2022","3,266.60","3,217.59","3,266.60","3,216.30","36.68B","1.96%"
"03/29/2022","3,203.94","3,216.01","3,229.18","3,196.46","31.63B","-0.33%"
"03/28/2022","3,214.50","3,185.17","3,230.22","3,159.83","34.50B","0.07%"
"03/25/2022","3,212.24","3,247.16","3,257.11","3,211.64","34.00B","-1.17%"
"03/24/2022","3,250.26","3,256.06","3,266.89","3,236.66","32.90B","-0.63%"
"03/23/2022","3,271.03","3,264.79","3,279.89","3,251.98","34.99B","0.34%"
"03/22/2022","3,259.86","3,249.54","3,279.11","3,239.53","36.12B","0.19%"
"03/21/2022","3,253.69","3,255.62","3,267.50","3,223.39","35.42B","0.08%"
"03/18/2022","3,251.07","3,207.15","3,260.78","3,197.36","37.30B","1.12%"
"03/17/2022","3,215.04","3,215.01","3,260.17","3,202.93","42.08B","1.40%"
"03/16/2022","3,170.71","3,107.67","3,177.79","3,023.30","44.47B","3.48%"
"03/15/2022","3,063.97","3,192.36","3,196.92","3,063.97","46.50B","-4.95%"
"03/14/2022","3,223.53","3,271.89","3,297.80","3,223.53","33.80B","-2.60%"
"03/11/2022","3,309.75","3,259.32","3,315.66","3,217.42","38.41B","0.41%"
"03/10/2022","3,296.09","3,312.18","3,326.58","3,291.24","37.83B","1.22%"
"03/09/2022","3,256.39","3,303.71","3,321.48","3,147.68","46.63B","-1.13%"
"03/08/2022","3,293.53","3,372.55","3,383.63","3,287.34","41.59B","-2.35%"
"03/07/2022","3,372.86","3,438.56","3,438.56","3,360.74","39.36B","-2.17%"
"03/04/2022","3,447.65","3,459.98","3,474.88","3,437.70","39.35B","-0.96%"
"03/03/2022","3,481.11","3,495.93","3,500.29","3,473.34","41.26B","-0.09%"
"03/02/2022","3,484.19","3,478.29","3,486.62","3,467.00","32.94B","-0.13%"
"03/01/2022","3,488.83","3,471.36","3,491.13","3,465.72","32.60B","0.77%"
"02/28/2022","3,462.31","3,450.32","3,462.31","3,425.52","34.58B","0.32%"
"02/25/2022","3,451.41","3,445.34","3,480.18","3,440.93","37.75B","0.63%"
"02/24/2022","3,429.96","3,474.37","3,486.98","3,400.21","48.84B","-1.70%"
"02/23/2022","3,489.15","3,458.51","3,490.76","3,458.18","32.56B","0.93%"
"02/22/2022","3,457.15","3,473.29","3,473.39","3,437.67","32.63B","-0.96%"
"02/21/2022","3,490.61","3,488.41","3,492.20","3,471.69","30.15B","0.00%"
"02/18/2022","3,490.76","3,451.63","3,490.76","3,447.03","29.51B","0.66%"
"02/17/2022","3,468.04","3,464.21","3,480.97","3,454.28","29.73B","0.06%"
"02/16/2022","3,465.83","3,457.07","3,475.06","3,453.80","27.50B","0.57%"
"02/15/2022","3,446.09","3,428.04","3,447.49","3,421.64","27.56B","0.50%"
"02/14/2022","3,428.88","3,451.85","3,457.26","3,415.45","31.53B","-0.98%"
"02/11/2022","3,462.95","3,472.28","3,500.15","3,459.33","36.14B","-0.66%"
"02/10/2022","3,485.91","3,481.91","3,488.86","3,464.22","35.57B","0.17%"
"02/09/2022","3,479.95","3,450.82","3,484.74","3,444.08","35.02B","0.79%"
"02/08/2022","3,452.63","3,428.54","3,453.19","3,390.46","36.61B","0.67%"
"02/07/2022","3,429.58","3,407.76","3,434.03","3,407.76","32.05B","2.03%"
"01/28/2022","3,361.44","3,407.59","3,417.05","3,356.56","29.09B","-0.97%"
"01/27/2022","3,394.25","3,456.10","3,456.36","3,392.02","28.06B","-1.78%"
"01/26/2022","3,455.67","3,442.69","3,462.12","3,417.76","27.51B","0.66%"
"01/25/2022","3,433.06","3,509.28","3,519.83","3,433.06","32.74B","-2.58%"
"01/24/2022","3,524.10","3,508.24","3,531.61","3,500.14","28.03B","0.04%"
"01/21/2022","3,522.57","3,546.75","3,547.00","3,514.89","32.65B","-0.91%"
"01/20/2022","3,555.06","3,556.23","3,576.26","3,540.55","37.95B","-0.09%"
"01/19/2022","3,558.18","3,567.63","3,578.73","3,541.66","33.32B","-0.33%"
"01/18/2022","3,569.91","3,541.89","3,579.31","3,531.33","37.71B","0.80%"
"01/17/2022","3,541.67","3,522.09","3,546.09","3,519.43","31.29B","0.58%"
"01/14/2022","3,521.26","3,544.07","3,548.42","3,519.32","37.69B","-0.96%"
"01/13/2022","3,555.26","3,601.03","3,601.07","3,555.16","36.94B","-1.17%"
"01/12/2022","3,597.43","3,578.16","3,599.50","3,572.10","34.31B","0.84%"
"01/11/2022","3,567.44","3,589.90","3,602.15","3,562.75","35.98B","-0.73%"
"01/10/2022","3,593.52","3,572.74","3,593.52","3,555.13","35.62B","0.39%"
"01/07/2022","3,579.54","3,588.99","3,607.23","3,577.10","43.63B","-0.18%"
"01/06/2022","3,586.08","3,581.22","3,594.49","3,559.88","37.15B","-0.25%"
"01/05/2022","3,595.18","3,628.26","3,628.26","3,583.47","42.39B","-1.02%"
"01/04/2022","3,632.33","3,649.15","3,651.89","3,610.09","40.50B","-0.20%"
"12/31/2021","3,639.78","3,626.24","3,642.84","3,624.94","32.97B","0.57%"
"12/30/2021","3,619.19","3,596.49","3,628.92","3,595.50","30.78B","0.62%"
"12/29/2021","3,597.00","3,630.92","3,630.92","3,596.32","30.51B","-0.91%"
"12/28/2021","3,630.11","3,619.64","3,631.08","3,607.36","31.62B","0.39%"
"12/27/2021","3,615.97","3,613.05","3,632.19","3,601.94","32.92B","-0.06%"
"12/24/2021","3,618.05","3,645.39","3,648.96","3,612.07","39.03B","-0.69%"
"12/23/2021","3,643.34","3,625.47","3,643.55","3,618.05","38.29B","0.57%"
"12/22/2021","3,622.62","3,632.68","3,635.90","3,616.55","39.48B","-0.07%"
"12/21/2021","3,625.13","3,591.45","3,627.09","3,591.45","40.82B","0.88%"
"12/20/2021","3,593.60","3,620.04","3,643.95","3,589.36","42.39B","-1.07%"
"12/17/2021","3,632.36","3,670.26","3,673.65","3,631.66","40.85B","-1.16%"
"12/16/2021","3,675.02","3,648.93","3,675.02","3,644.66","38.13B","0.75%"
"12/15/2021","3,647.63","3,655.05","3,668.40","3,645.24","37.75B","-0.38%"
"12/14/2021","3,661.53","3,669.81","3,671.68","3,654.66","36.22B","-0.53%"
"12/13/2021","3,681.08","3,686.94","3,708.94","3,678.06","42.41B","0.40%"
"12/10/2021","3,666.35","3,654.37","3,667.85","3,651.35","42.00B","-0.18%"
"12/09/2021","3,673.04","3,641.16","3,688.40","3,638.70","43.19B","0.98%"
"12/08/2021","3,637.57","3,602.82","3,637.72","3,591.99","36.10B","1.18%"
"12/07/2021","3,595.09","3,611.22","3,614.22","3,572.57","40.38B","0.16%"
"12/06/2021","3,589.31","3,615.24","3,626.13","3,586.81","41.87B","-0.50%"
"12/03/2021","3,607.43","3,576.45","3,608.47","3,573.21","37.76B","0.94%"
"12/02/2021","3,573.84","3,573.25","3,586.87","3,567.14","35.40B","-0.09%"
"12/01/2021","3,576.89","3,561.89","3,576.89","3,558.69","32.99B","0.36%"
"11/30/2021","3,563.89","3,570.75","3,582.11","3,546.36","34.92B","0.03%"
"11/29/2021","3,562.70","3,528.67","3,563.68","3,526.35","33.36B","-0.04%"
"11/26/2021","3,564.09","3,576.11","3,576.11","3,554.88","30.10B","-0.56%"
"11/25/2021","3,584.18","3,593.39","3,597.15","3,579.53","30.65B","-0.24%"
"11/24/2021","3,592.70","3,590.02","3,602.74","3,575.29","33.68B","0.10%"
"11/23/2021","3,589.09","3,580.51","3,598.38","3,577.36","36.00B","0.20%"
"11/22/2021","3,582.08","3,562.76","3,585.19","3,562.75","33.00B","0.61%"
"11/19/2021","3,560.37","3,519.28","3,561.91","3,517.65","31.80B","1.13%"
"11/18/2021","3,520.71","3,531.49","3,537.98","3,513.11","31.24B","-0.47%"
"11/17/2021","3,537.37","3,518.56","3,537.51","3,513.52","27.67B","0.44%"
"11/16/2021","3,521.79","3,530.46","3,549.77","3,517.81","31.04B","-0.33%"
"11/15/2021","3,533.30","3,542.90","3,550.44","3,521.29","31.30B","-0.16%"
"11/12/2021","3,539.10","3,534.15","3,543.65","3,527.39","30.87B","0.18%"
"11/11/2021","3,532.79","3,486.45","3,534.20","3,482.83","32.21B","1.15%"
"11/10/2021","3,492.46","3,498.94","3,498.94","3,448.44","30.70B","-0.41%"
"11/09/2021","3,507.00","3,507.11","3,514.95","3,489.04","28.73B","0.24%"
"11/08/2021","3,498.63","3,491.97","3,507.27","3,484.24","29.82B","0.20%"
"11/05/2021","3,491.57","3,520.21","3,525.87","3,491.46","35.45B","-1.00%"
"11/04/2021","3,526.87","3,505.89","3,527.95","3,503.01","31.94B","0.81%"
"11/03/2021","3,498.54","3,501.10","3,512.61","3,480.49","30.66B","-0.20%"
"11/02/2021","3,505.63","3,543.38","3,559.05","3,477.66","41.76B","-1.10%"
"11/01/2021","3,544.48","3,530.40","3,556.59","3,519.29","38.23B","-0.08%"
"10/29/2021","3,547.34","3,519.33","3,547.34","3,502.80","35.88B","0.82%"
"10/28/2021","3,518.42","3,548.70","3,552.04","3,509.49","37.82B","-1.23%"
"10/27/2021","3,562.31","3,589.86","3,589.86","3,553.13","35.06B","-0.98%"
"10/26/2021","3,597.64","3,612.83","3,625.02","3,589.71","33.73B","-0.34%"
"10/25/2021","3,609.86","3,574.26","3,611.09","3,564.21","32.12B","0.76%"
"10/22/2021","3,582.60","3,594.75","3,607.58","3,578.76","35.32B","-0.34%"
"10/21/2021","3,594.78","3,590.05","3,610.96","3,576.35","35.23B","0.22%"
"10/20/2021","3,587.00","3,583.24","3,596.05","3,574.30","34.42B","-0.17%"
"10/19/2021","3,593.15","3,562.30","3,596.79","3,560.62","33.42B","0.70%"
"10/18/2021","3,568.14","3,571.05","3,571.05","3,539.48","34.10B","-0.12%"
"10/15/2021","3,572.37","3,551.99","3,578.77","3,542.69","32.03B","0.40%"
"10/14/2021","3,558.28","3,555.11","3,569.69","3,547.18","29.50B","-0.10%"
"10/13/2021","3,561.76","3,543.49","3,569.13","3,515.65","32.51B","0.42%"
"10/12/2021","3,546.94","3,581.30","3,583.64","3,515.14","40.54B","-1.25%"
"10/11/2021","3,591.71","3,600.36","3,614.70","3,586.75","39.44B","-0.01%"
"10/08/2021","3,592.17","3,609.09","3,612.55","3,571.73","40.72B","0.67%"
"09/30/2021","3,568.17","3,541.93","3,572.43","3,541.93","39.56B","0.90%"
"09/29/2021","3,536.29","3,573.52","3,573.52","3,518.05","45.25B","-1.83%"
"09/28/2021","3,602.22","3,577.89","3,610.92","3,568.82","44.42B","0.54%"
"09/27/2021","3,582.83","3,625.96","3,640.81","3,559.92","51.08B","-0.84%"
"09/24/2021","3,613.07","3,637.87","3,651.43","3,607.79","50.73B","-0.80%"
"09/23/2021","3,642.22","3,651.27","3,670.95","3,632.28","53.50B","0.38%"
"09/22/2021","3,628.49","3,563.21","3,629.45","3,560.50","47.23B","0.40%"
"09/17/2021","3,613.97","3,595.27","3,620.96","3,569.27","51.68B","0.19%"
"09/16/2021","3,607.09","3,664.84","3,677.92","3,606.73","54.67B","-1.34%"
"09/15/2021","3,656.22","3,651.16","3,677.53","3,638.32","47.50B","-0.17%"
"09/14/2021","3,662.60","3,709.63","3,723.85","3,655.63","56.50B","-1.42%"
"09/13/2021","3,715.37","3,699.25","3,716.83","3,692.82","55.75B","0.33%"
"09/10/2021","3,703.11","3,691.19","3,722.87","3,681.64","63.52B","0.27%"
"09/09/2021","3,693.13","3,666.82","3,693.45","3,662.16","60.48B","0.49%"
"09/08/2021","3,675.19","3,673.40","3,695.32","3,661.00","58.64B","-0.04%"
"09/07/2021","3,676.59","3,621.71","3,681.93","3,615.14","54.77B","1.51%"
"09/06/2021","3,621.86","3,580.14","3,626.29","3,580.14","52.17B","1.12%"
