"Date","Price","Open","High","Low","Vol.","Change %"
"02/20/2020","56.16","54.44","57.96","54.00","20.69M","3.54%"
"02/19/2020","54.24","54.04","54.64","53.68","9.04M","-1.45%"
"02/18/2020","55.04","55.12","56.12","54.28","10.24M","1.78%"
"02/14/2020","54.08","54.24","55.26","53.88","8.39M","-1.24%"
"02/13/2020","54.76","55.36","55.88","54.12","8.44M","2.16%"
"02/12/2020","53.60","55.44","55.72","53.52","9.98M","-5.10%"
"02/11/2020","56.48","55.52","56.72","55.20","9.23M","0.14%"
"02/10/2020","56.40","58.04","58.04","56.16","8.92M","-1.95%"
"02/07/2020","57.52","58.00","58.68","56.60","11.65M","2.06%"
"02/06/2020","56.36","56.32","57.52","56.00","9.67M","-0.77%"
"02/05/2020","56.80","57.16","58.92","56.80","11.85M","-4.25%"
"02/04/2020","59.32","59.64","60.04","58.44","11.83M","-4.81%"
"02/03/2020","62.32","63.16","64.08","60.88","13.04M","-3.83%"
"01/31/2020","64.80","59.64","66.80","59.64","26.89M","10.96%"
"01/30/2020","58.40","61.68","63.00","58.40","16.80M","-1.68%"
"01/29/2020","59.40","58.28","60.36","57.68","10.45M","0.13%"
"01/28/2020","59.32","61.32","61.80","59.04","13.44M","-5.60%"
"01/27/2020","62.84","61.88","62.92","60.48","20.68M","10.32%"
"01/24/2020","56.96","53.08","58.12","52.84","25.63M","5.56%"
"01/23/2020","53.96","55.00","55.88","53.80","8.73M","-0.37%"
"01/22/2020","54.16","52.68","54.16","52.68","9.12M","0.82%"
"01/21/2020","53.72","54.00","54.08","52.60","10.35M","0.83%"
"01/17/2020","53.28","53.16","54.24","53.00","8.37M","0.23%"
"01/16/2020","53.16","53.68","53.82","53.04","7.17M","-2.42%"
"01/15/2020","54.48","54.64","54.84","54.04","7.60M","-0.29%"
"01/14/2020","54.64","55.16","55.60","54.04","8.36M","-0.73%"
"01/13/2020","55.04","55.84","56.44","54.96","7.09M","-2.55%"
"01/10/2020","56.48","56.64","57.14","55.84","8.23M","-0.42%"
"01/09/2020","56.72","57.52","58.08","56.68","8.07M","-4.19%"
"01/08/2020","59.20","59.64","60.00","57.32","12.09M","-1.40%"
"01/07/2020","60.04","60.64","61.44","59.40","7.67M","-0.46%"
"01/06/2020","60.32","62.96","63.16","60.32","6.53M","-1.37%"
"01/03/2020","61.16","62.68","62.96","59.80","12.06M","5.38%"
"01/02/2020","58.04","58.84","60.16","58.00","7.10M","-4.03%"
"12/31/2019","60.48","63.88","64.24","60.24","8.29M","-4.06%"
"12/30/2019","63.04","61.44","63.84","61.40","8.57M","3.48%"
"12/27/2019","60.92","59.44","61.56","59.40","6.61M","2.08%"
"12/26/2019","59.68","59.28","59.80","59.20","3.40M","-0.13%"
"12/24/2019","59.76","60.12","60.40","59.60","2.58M","-0.99%"
"12/23/2019","60.36","60.00","60.52","59.88","3.78M","0.33%"
"12/20/2019","60.16","59.24","60.16","59.04","6.30M","1.21%"
"12/19/2019","59.44","60.72","61.00","59.44","7.24M","-2.49%"
"12/18/2019","60.96","59.64","61.00","59.47","7.44M","0.99%"
"12/17/2019","60.36","60.20","61.12","59.88","7.58M","-0.72%"
"12/16/2019","60.80","60.28","60.84","59.52","8.56M","-2.12%"
"12/13/2019","62.12","64.52","66.16","62.04","18.43M","-4.14%"
"12/12/2019","64.80","68.72","69.16","64.72","16.07M","-5.92%"
"12/11/2019","68.88","69.76","70.16","68.44","7.28M","-2.33%"
"12/10/2019","70.52","70.00","71.88","69.08","8.91M","0.17%"
"12/09/2019","70.40","67.20","70.46","66.86","9.47M","5.20%"
"12/06/2019","66.92","66.68","67.88","66.32","9.80M","-3.46%"
"12/05/2019","69.32","69.16","71.52","69.04","8.36M","-1.31%"
"12/04/2019","70.24","71.36","71.92","69.36","10.67M","-4.62%"
"12/03/2019","73.64","74.96","76.16","73.24","24.57M","5.80%"
"12/02/2019","69.60","66.08","70.52","65.84","13.66M","5.20%"
"11/29/2019","66.16","65.40","66.16","65.12","4.32M","2.04%"
"11/27/2019","64.84","64.62","64.88","64.40","4.76M","-0.49%"
"11/26/2019","65.16","65.60","66.00","64.80","7.30M","-1.45%"
"11/25/2019","66.12","67.60","67.60","65.84","7.07M","-4.34%"
"11/22/2019","69.12","70.04","70.80","69.04","6.66M","-2.87%"
"11/21/2019","71.16","70.52","72.56","70.36","7.74M","0.23%"
"11/20/2019","71.00","70.52","73.56","69.52","11.49M","1.02%"
"11/19/2019","70.28","69.16","70.64","68.88","7.58M","1.09%"
"11/18/2019","69.52","69.60","70.32","69.04","6.13M","-0.11%"
"11/15/2019","69.60","71.60","71.92","69.52","9.40M","-4.29%"
"11/14/2019","72.72","74.12","74.76","72.72","5.62M","-1.62%"
"11/13/2019","73.92","74.20","74.52","73.12","7.08M","0.71%"
"11/12/2019","73.40","73.72","74.12","72.80","6.74M","-1.18%"
"11/11/2019","74.28","76.00","76.32","73.60","5.80M","-0.38%"
"11/08/2019","74.56","76.36","77.12","74.50","6.92M","-2.10%"
"11/07/2019","76.16","75.32","76.76","75.20","7.87M","-0.94%"
"11/06/2019","76.88","77.28","78.43","76.64","7.16M","-0.36%"
"11/05/2019","77.16","76.00","77.32","75.80","5.72M","2.06%"
"11/04/2019","75.60","74.44","76.24","74.18","5.80M","0.16%"
"11/01/2019","75.48","76.64","77.08","75.36","8.13M","-4.46%"
"10/31/2019","79.00","78.68","80.80","78.16","7.60M","1.44%"
"10/30/2019","77.88","79.88","81.82","77.74","9.73M","-2.45%"
"10/29/2019","79.84","80.68","81.08","79.34","5.84M","-0.10%"
"10/28/2019","79.92","78.84","80.20","78.60","6.66M","0.96%"
"10/25/2019","79.16","82.28","82.40","79.12","6.53M","-3.27%"
"10/24/2019","81.84","82.28","83.80","81.68","6.31M","-1.40%"
"10/23/2019","83.00","84.60","84.68","82.94","4.44M","-1.24%"
"10/22/2019","84.04","82.32","84.12","81.68","5.09M","1.60%"
"10/21/2019","82.72","84.00","84.32","82.64","4.68M","-2.64%"
"10/18/2019","84.96","85.52","87.04","84.12","8.15M","-0.23%"
"10/17/2019","85.16","84.84","85.72","83.86","6.54M","-0.61%"
"10/16/2019","85.68","86.64","87.52","85.48","7.09M","-1.24%"
"10/15/2019","86.76","87.36","87.60","85.44","11.55M","-2.60%"
"10/14/2019","89.08","92.36","92.44","88.96","7.53M","-3.26%"
"10/11/2019","92.08","94.80","95.28","90.48","18.60M","-5.77%"
"10/10/2019","97.72","101.28","101.60","97.42","8.70M","-3.67%"
"10/09/2019","101.44","101.80","103.32","99.04","7.50M","-3.35%"
"10/08/2019","104.96","100.80","105.08","99.72","12.37M","8.12%"
"10/07/2019","97.08","97.68","98.72","95.04","7.27M","0.75%"
"10/04/2019","96.36","101.00","101.08","96.20","7.46M","-5.31%"
"10/03/2019","101.76","105.44","108.40","101.72","12.88M","-3.82%"
"10/02/2019","105.80","101.92","107.04","101.88","21.04M","6.70%"
"10/01/2019","99.16","92.52","99.20","92.20","12.02M","4.42%"
"09/30/2019","94.96","96.72","96.84","93.92","6.03M","-2.94%"
"09/27/2019","97.84","94.04","100.46","93.52","13.56M","2.73%"
"09/26/2019","95.24","94.20","97.04","94.12","7.86M","0.85%"
"09/25/2019","94.44","96.40","99.88","93.60","10.84M","-2.28%"
"09/24/2019","96.64","90.08","97.36","89.80","15.97M","4.63%"
"09/23/2019","92.36","93.52","93.76","90.80","5.78M","-0.86%"
"09/20/2019","93.16","87.68","93.92","87.32","9.59M","5.15%"
"09/19/2019","88.60","89.00","89.26","87.20","8.27M","-1.82%"
"09/18/2019","90.24","92.40","94.77","90.00","13.60M","-3.22%"
"09/17/2019","93.24","93.96","94.92","93.16","6.29M","-0.47%"
"09/16/2019","93.68","94.40","94.68","92.04","6.99M","1.47%"
"09/13/2019","92.32","92.64","93.32","91.28","8.15M","-1.58%"
"09/12/2019","93.80","94.28","95.60","92.68","10.72M","-2.37%"
"09/11/2019","96.08","97.48","97.84","95.44","8.39M","-1.56%"
"09/10/2019","97.60","99.28","100.72","97.36","7.48M","-0.33%"
"09/09/2019","97.92","97.08","100.56","96.88","7.81M","-0.97%"
"09/06/2019","98.88","100.56","101.26","98.40","7.64M","-2.94%"
"09/05/2019","101.88","103.16","103.40","100.60","10.39M","-3.71%"
"09/04/2019","105.80","108.36","110.36","105.72","9.15M","-6.17%"
"09/03/2019","112.76","112.00","113.80","110.08","9.02M","4.41%"
"08/30/2019","108.00","105.20","110.56","105.20","7.03M","0.56%"
"08/29/2019","107.40","108.72","109.76","106.32","7.19M","-4.18%"
"08/28/2019","112.08","117.32","119.00","112.00","7.00M","-2.27%"
"08/27/2019","114.68","110.52","117.56","110.16","6.67M","2.03%"
"08/26/2019","112.40","110.12","115.88","109.76","8.09M","-2.97%"
"08/23/2019","115.84","106.52","117.84","101.84","19.57M","12.47%"
"08/22/2019","103.00","100.36","105.84","100.30","7.79M","1.78%"
"08/21/2019","101.20","102.12","102.92","101.00","7.14M","-4.89%"
"08/20/2019","106.40","105.04","107.16","104.04","6.88M","2.39%"
"08/19/2019","103.92","107.40","107.99","103.52","7.12M","-7.31%"
"08/16/2019","112.12","116.36","116.56","111.84","6.89M","-5.53%"
"08/15/2019","118.68","118.88","124.00","117.49","9.84M","-2.61%"
"08/14/2019","121.86","114.36","122.00","112.28","16.78M","13.85%"
"08/13/2019","107.04","117.40","117.60","106.84","10.49M","-7.37%"
"08/12/2019","115.56","109.40","115.96","109.00","7.17M","7.28%"
"08/09/2019","107.72","105.72","109.86","104.72","9.57M","3.66%"
"08/08/2019","103.92","108.24","109.64","103.48","8.59M","-5.94%"
"08/07/2019","110.48","117.76","120.36","109.92","13.63M","0.51%"
"08/06/2019","109.92","112.88","118.68","109.92","14.96M","-6.21%"
"08/05/2019","117.20","109.88","118.50","109.12","21.67M","14.19%"
"08/02/2019","102.64","102.00","106.76","101.08","17.83M","0.83%"
"08/01/2019","101.80","94.56","104.56","90.22","27.27M","7.88%"
"07/31/2019","94.36","89.24","97.36","87.72","13.26M","5.60%"
"07/30/2019","89.36","89.04","89.88","87.76","5.87M","2.34%"
"07/29/2019","87.32","86.76","88.00","86.36","4.15M","0.88%"
"07/26/2019","86.56","87.16","87.32","85.84","4.73M","-2.52%"
"07/25/2019","88.80","86.64","90.40","86.64","7.47M","3.06%"
"07/24/2019","86.16","89.36","89.48","85.64","4.71M","-2.53%"
"07/23/2019","88.40","90.04","91.52","88.32","4.74M","-3.54%"
"07/22/2019","91.64","93.40","93.92","90.96","5.48M","-2.01%"
"07/19/2019","93.52","90.68","93.72","90.36","6.56M","1.15%"
"07/18/2019","92.46","93.36","94.86","90.84","6.77M","-1.05%"
"07/17/2019","93.44","90.32","93.44","89.76","7.26M","2.55%"
"07/16/2019","91.12","90.40","91.60","89.16","6.35M","0.31%"
"07/15/2019","90.84","90.76","91.72","90.32","3.99M","-0.39%"
"07/12/2019","91.20","92.04","92.76","91.00","4.61M","-1.60%"
"07/11/2019","92.68","92.92","94.40","92.10","5.27M","-1.66%"
"07/10/2019","94.24","95.92","95.95","93.98","4.97M","-3.05%"
"07/09/2019","97.20","99.84","99.84","96.88","3.76M","0.29%"
"07/08/2019","96.92","96.48","97.88","95.60","4.50M","2.76%"
"07/05/2019","94.32","96.04","98.84","94.00","6.03M","0.30%"
"07/03/2019","94.04","94.68","95.52","93.68","3.95M","-0.59%"
"07/02/2019","94.60","98.40","98.40","94.44","6.51M","-3.71%"
"07/01/2019","98.24","98.20","100.32","97.84","7.58M","-5.54%"
"06/28/2019","104.00","104.52","105.20","103.48","4.41M","-1.59%"
"06/27/2019","105.68","106.60","107.18","104.80","3.72M","-1.56%"
"06/26/2019","107.36","106.08","108.20","105.56","3.40M","-0.78%"
"06/25/2019","108.20","105.60","108.72","105.48","4.32M","2.54%"
"06/24/2019","105.52","105.80","106.08","104.56","3.16M","-0.90%"
"06/21/2019","106.48","104.80","107.24","103.54","4.94M","2.35%"
"06/20/2019","104.04","101.84","107.28","101.04","8.61M","0.31%"
"06/19/2019","103.72","106.60","107.72","103.52","7.42M","-3.32%"
"06/18/2019","107.28","106.16","107.92","105.40","6.22M","-0.78%"
"06/17/2019","108.12","109.16","109.44","107.53","3.62M","-1.06%"
"06/14/2019","109.28","111.20","112.24","109.12","3.42M","-1.05%"
"06/13/2019","110.44","109.80","111.62","109.32","4.26M","-0.61%"
"06/12/2019","111.12","112.44","113.20","110.64","3.56M","-0.47%"
"06/11/2019","111.64","109.60","113.20","109.20","4.71M","0.18%"
"06/10/2019","111.44","110.84","112.96","110.44","3.62M","-0.71%"
"06/07/2019","112.24","111.08","112.65","110.40","5.83M","0.75%"
"06/06/2019","111.40","112.96","114.20","111.08","4.62M","-2.14%"
"06/05/2019","113.84","114.60","117.32","113.24","5.87M","-1.93%"
"06/04/2019","116.08","119.24","120.96","116.00","6.04M","-5.56%"
"06/03/2019","122.92","121.60","125.64","119.28","7.26M","1.02%"
"05/31/2019","121.68","122.92","123.56","119.62","7.23M","3.79%"
"05/30/2019","117.24","116.44","119.52","115.38","5.07M","-1.78%"
"05/29/2019","119.36","119.56","121.48","117.28","8.26M","1.95%"
"05/28/2019","117.08","112.88","117.08","111.04","5.53M","2.99%"
"05/24/2019","113.68","112.68","115.20","111.52","6.15M","-2.07%"
"05/23/2019","116.08","113.00","118.00","113.00","10.69M","6.61%"
"05/22/2019","108.88","110.40","110.76","107.72","7.02M","-0.95%"
"05/21/2019","109.92","112.00","112.08","109.56","5.86M","-5.04%"
"05/20/2019","115.76","117.24","119.20","113.60","8.18M","1.47%"
"05/17/2019","114.08","116.96","117.04","110.92","10.94M","1.49%"
"05/16/2019","112.40","116.52","116.60","111.64","7.78M","-4.29%"
"05/15/2019","117.44","126.00","126.87","117.08","8.02M","-4.21%"
"05/14/2019","122.60","124.96","125.76","120.92","9.21M","-5.55%"
"05/13/2019","129.80","126.68","130.36","123.28","15.01M","15.11%"
"05/10/2019","112.76","123.52","126.56","112.76","15.24M","-7.73%"
"05/09/2019","122.20","129.60","133.16","121.84","15.11M","-0.52%"
"05/08/2019","122.84","123.96","126.16","118.44","11.17M","-1.98%"
"05/07/2019","125.32","113.64","128.28","112.56","21.37M","16.64%"
"05/06/2019","107.44","111.84","112.88","106.64","10.90M","5.66%"
"05/03/2019","101.68","103.96","104.16","101.24","4.23M","-4.76%"
"05/02/2019","106.76","106.60","110.96","105.04","5.98M","0.15%"
"05/01/2019","106.60","101.56","106.68","101.00","6.51M","3.78%"
"04/30/2019","102.72","102.32","105.64","102.00","4.84M","0.00%"
"04/29/2019","102.72","101.80","102.80","100.94","3.82M","1.54%"
"04/26/2019","101.16","103.64","105.28","101.04","4.78M","-3.47%"
"04/25/2019","104.80","103.68","107.74","102.56","7.10M","1.95%"
"04/24/2019","102.80","100.36","102.80","100.16","6.00M","2.59%"
"04/23/2019","100.20","100.40","100.96","99.44","4.99M","-0.79%"
"04/22/2019","101.00","103.00","103.84","100.92","3.82M","-0.90%"
"04/18/2019","101.92","103.20","105.28","101.72","6.44M","-1.58%"
"04/17/2019","103.56","101.12","105.36","100.96","6.55M","0.70%"
"04/16/2019","102.84","103.00","103.60","101.68","4.57M","-0.81%"
"04/15/2019","103.68","103.48","107.84","103.20","6.43M","-1.29%"
"04/12/2019","105.04","107.80","107.88","104.66","6.28M","-4.51%"
"04/11/2019","110.00","110.68","111.48","109.64","4.83M","-1.96%"
"04/10/2019","112.20","114.36","115.20","112.00","4.16M","-2.81%"
"04/09/2019","115.44","112.96","116.12","112.32","4.98M","3.55%"
"04/08/2019","111.48","112.28","113.12","111.22","4.58M","-0.46%"
"04/05/2019","112.00","112.88","113.68","111.88","5.25M","-2.00%"
"04/04/2019","114.28","114.80","116.24","113.44","4.74M","-1.00%"
"04/03/2019","115.44","112.80","117.14","112.48","5.88M","0.70%"
"04/02/2019","114.64","115.36","115.92","114.12","4.70M","-0.28%"
"04/01/2019","114.96","115.88","116.72","114.56","5.43M","-1.78%"
"03/29/2019","117.04","118.56","119.24","116.68","6.74M","-3.08%"
"03/28/2019","120.76","122.72","124.36","120.42","6.55M","-2.23%"
"03/27/2019","123.52","121.36","128.44","120.48","9.87M","1.51%"
"03/26/2019","121.68","123.20","124.92","120.88","6.63M","-5.65%"
"03/25/2019","128.96","128.56","132.00","125.76","11.18M","0.50%"
"03/22/2019","128.32","117.48","129.16","116.32","17.60M","11.47%"
"03/21/2019","115.12","118.36","118.36","113.81","6.08M","-1.30%"
"03/20/2019","116.64","115.72","118.04","112.96","8.70M","1.07%"
"03/19/2019","115.40","112.64","117.24","112.48","7.81M","0.66%"
"03/18/2019","114.64","115.24","117.04","113.64","5.32M","0.24%"
"03/15/2019","114.36","116.00","116.32","112.84","5.84M","-1.85%"
"03/14/2019","116.52","118.60","118.81","116.16","4.93M","-1.65%"
"03/13/2019","118.48","118.96","119.64","117.44","5.59M","-1.07%"
"03/12/2019","119.76","122.00","122.56","119.60","5.55M","-2.82%"
"03/11/2019","123.24","130.44","130.44","122.80","6.66M","-7.28%"
"03/08/2019","132.92","136.08","138.36","132.76","9.75M","0.67%"
"03/07/2019","132.04","128.72","134.60","128.48","9.92M","3.81%"
"03/06/2019","127.20","123.56","128.00","123.44","6.44M","2.95%"
"03/05/2019","123.56","122.52","125.56","121.92","4.93M","0.59%"
"03/04/2019","122.84","118.56","129.20","117.08","11.18M","2.43%"
"03/01/2019","119.92","122.32","124.72","119.92","5.38M","-4.55%"
"02/28/2019","125.64","125.80","126.24","123.20","3.78M","-0.06%"
"02/27/2019","125.72","127.04","130.32","124.68","4.92M","0.10%"
"02/26/2019","125.60","126.44","127.20","123.56","3.78M","0.83%"
"02/25/2019","124.56","119.60","124.68","118.24","5.11M","1.80%"
"02/22/2019","122.36","125.00","125.40","122.08","4.85M","-3.77%"
"02/21/2019","127.16","126.08","129.14","123.87","5.92M","1.31%"
"02/20/2019","125.52","129.84","129.84","125.41","5.78M","-4.01%"
"02/19/2019","130.76","132.68","133.08","129.00","3.99M","0.31%"
"02/15/2019","130.36","132.36","133.40","130.10","6.02M","-3.49%"
"02/14/2019","135.08","135.72","138.16","132.52","6.58M","1.81%"
"02/13/2019","132.68","131.92","134.20","131.28","4.60M","-0.24%"
"02/12/2019","133.00","132.28","133.88","131.40","5.24M","-1.80%"
"02/11/2019","135.44","135.08","137.52","134.08","3.40M","-1.08%"
"02/08/2019","136.92","141.76","143.08","136.64","4.81M","-1.21%"
"02/07/2019","138.60","138.20","144.04","136.08","7.45M","3.34%"
"02/06/2019","134.12","133.76","135.64","132.32","4.20M","-0.53%"
"02/05/2019","134.84","134.80","135.92","131.84","5.17M","-0.85%"
"02/04/2019","136.00","139.72","140.64","135.36","4.62M","-3.11%"
"02/01/2019","140.36","141.32","142.60","139.60","6.25M","-0.96%"
"01/31/2019","141.72","147.60","147.68","141.72","5.52M","-4.14%"
"01/30/2019","147.84","152.12","154.88","147.56","5.24M","-4.40%"
"01/29/2019","154.64","153.24","157.20","151.98","3.99M","-0.28%"
"01/28/2019","155.08","154.36","159.96","154.20","4.97M","4.14%"
"01/25/2019","148.92","151.32","152.32","148.52","3.04M","-3.75%"
"01/24/2019","154.72","160.60","162.56","152.60","1.83M","-3.54%"
"01/23/2019","160.40","158.84","169.96","158.40","1.61M","-0.55%"
"01/22/2019","161.28","150.00","163.48","149.60","1.48M","8.80%"
"01/18/2019","148.24","147.76","149.96","145.36","648.68K","-2.47%"
"01/17/2019","152.00","154.80","154.84","149.68","623.85K","-1.12%"
"01/16/2019","153.72","149.12","153.72","148.52","1.16M","2.02%"
"01/15/2019","150.68","156.20","156.88","150.48","564.63K","-4.34%"
"01/14/2019","157.52","161.60","161.64","155.32","296.72K","0.28%"
"01/11/2019","157.08","164.80","165.28","157.04","1.37M","-3.25%"
"01/10/2019","162.36","167.00","169.12","162.36","452.98K","-1.05%"
"01/09/2019","164.08","166.68","167.96","162.24","998.19K","-2.36%"
"01/08/2019","168.04","168.56","174.48","167.52","236.36K","-2.03%"
"01/07/2019","171.52","174.12","176.57","169.40","640.92K","-2.23%"
"01/04/2019","175.44","183.24","184.12","174.92","326.39K","-7.93%"
"01/03/2019","190.56","186.40","194.64","185.16","254.97K","4.15%"
"01/02/2019","182.96","193.88","195.19","181.76","513.73K","-2.66%"
"12/31/2018","187.96","189.92","192.20","187.56","201.89K","-3.53%"
"12/28/2018","194.84","195.44","201.20","190.48","311.84K","-0.16%"
"12/27/2018","195.16","198.76","207.92","193.64","253.73K","4.23%"
"12/26/2018","187.24","196.60","201.00","186.96","207.41K","-5.30%"
"12/24/2018","197.72","190.84","197.84","189.72","108.40K","5.01%"
"12/21/2018","188.28","179.44","190.40","176.76","558.73K","5.04%"
"12/20/2018","179.24","175.00","184.60","172.08","53.15K","5.09%"
"12/19/2018","170.56","170.00","175.84","162.44","79.07K","-0.35%"
"12/18/2018","171.16","167.60","175.80","167.24","1.29M","0.47%"
"12/17/2018","170.36","163.92","173.64","161.52","930.87K","4.90%"
"12/14/2018","162.40","159.64","163.32","157.60","19.71K","4.08%"
"12/13/2018","156.04","156.40","159.60","154.36","276.85K","-1.54%"
"12/12/2018","158.48","155.64","158.52","153.72","26.67K","-0.79%"
"12/11/2018","159.75","154.72","165.04","154.36","249.72K","0.02%"
"12/10/2018","159.72","161.52","169.20","158.76","25.10K","-0.97%"
"12/07/2018","161.28","150.68","163.96","148.16","102.37K","6.69%"
"12/06/2018","151.16","159.08","166.48","150.24","74.46K","2.58%"
"12/04/2018","147.36","129.16","149.56","129.04","30.09K","13.01%"
"12/03/2018","130.40","128.00","131.80","127.32","758.91K","-5.43%"
"11/30/2018","137.88","142.04","142.04","137.20","4.74K","-2.82%"
"11/29/2018","141.88","141.48","146.12","139.84","7.52K","1.81%"
"11/28/2018","139.36","141.42","144.60","138.20","12.34K","-2.95%"
"11/27/2018","143.60","148.76","148.96","143.24","5.82K","-1.78%"
"11/26/2018","146.20","151.52","151.52","146.12","5.73K","-5.65%"
"11/23/2018","154.96","156.80","157.48","153.84","2.69K","0.86%"
"11/21/2018","153.64","152.57","155.68","151.80","15.23K","-2.34%"
"11/20/2018","157.32","157.92","161.17","154.96","26.01K","5.58%"
"11/19/2018","149.00","140.88","149.80","140.40","17.09K","5.85%"
"11/16/2018","140.76","150.04","151.00","140.28","5.95K","-4.58%"
"11/15/2018","147.52","151.72","155.00","146.92","9.54K","-1.05%"
"11/14/2018","149.08","142.52","152.52","142.40","6.90K","2.59%"
"11/13/2018","145.32","144.04","149.20","141.64","9.30K","0.75%"
"11/12/2018","144.24","134.68","144.80","134.68","15.28K","8.51%"
"11/09/2018","132.93","131.32","136.56","131.19","6.01K","2.25%"
"11/08/2018","130.00","129.52","131.17","126.84","2.58K","-0.46%"
"11/07/2018","130.60","135.28","135.28","130.20","15.30K","-6.93%"
"11/06/2018","140.32","145.08","145.48","140.32","3.63K","-3.39%"
"11/05/2018","145.24","147.04","147.56","144.20","2.28K","-0.95%"
"11/02/2018","146.64","143.24","151.80","142.00","8.96K","0.80%"
"11/01/2018","145.48","151.32","153.08","145.36","10.23K","-3.22%"
"10/31/2018","150.32","152.16","154.20","148.16","6.68K","-3.17%"
"10/30/2018","155.24","162.64","162.64","154.88","10.71K","-3.79%"
"10/29/2018","161.36","153.92","168.56","152.20","11.53K","0.88%"
"10/26/2018","159.96","161.64","166.60","155.12","30.36K","5.63%"
"10/25/2018","151.44","153.20","157.08","148.44","11.00K","-2.07%"
"10/24/2018","154.64","142.60","154.64","142.00","4.79K","7.72%"
"10/23/2018","143.56","150.28","154.24","141.08","13.27K","3.79%"
"10/22/2018","138.32","136.20","143.92","136.20","4.63K","0.90%"
"10/19/2018","137.08","136.24","141.92","135.00","6.17K","-1.66%"
"10/18/2018","139.40","132.92","142.76","131.60","3.59K","7.36%"
"10/17/2018","129.84","127.72","136.52","127.72","18.26K","1.18%"
"10/16/2018","128.32","133.76","134.76","127.92","66.36K","-6.39%"
"10/15/2018","137.08","139.21","142.56","135.36","5.97K","0.59%"
"10/12/2018","136.28","134.56","148.64","134.56","4.18K","-7.57%"
"10/11/2018","147.44","134.32","153.60","131.04","24.27K","8.57%"
"10/10/2018","135.80","119.60","136.16","119.60","18.58K","16.75%"
"10/09/2018","116.32","117.52","117.68","116.32","0.55K","1.54%"
"10/08/2018","114.56","116.76","121.76","114.21","5.63K","1.42%"
"10/05/2018","112.96","109.20","119.36","108.28","6.50K","1.58%"
"10/04/2018","111.20","107.44","115.20","106.72","4.65K","6.11%"
"10/03/2018","104.80","104.24","105.76","104.16","5.69K","-0.76%"
"10/02/2018","105.60","106.00","106.08","105.28","1.16K","0.00%"
"10/01/2018","105.60","104.00","106.56","103.76","1.15K","-1.12%"
"09/28/2018","106.80","107.68","107.68","106.80","1.69K","-0.15%"
"09/27/2018","106.96","107.44","107.44","106.96","7.08K","-0.96%"
"09/26/2018","108.00","106.24","108.00","105.68","0.70K","0.30%"
"09/25/2018","107.68","105.36","107.68","105.36","0.95K","0.94%"
"09/24/2018","106.68","107.20","108.96","106.64","0.91K","0.40%"
"09/21/2018","106.26","106.64","106.66","105.20","2.70K","-0.28%"
"09/20/2018","106.56","106.72","107.04","105.76","5.45K","-1.62%"
"09/19/2018","108.32","109.00","109.00","107.76","2.62K","-3.46%"
"09/18/2018","112.20","111.92","112.24","110.56","2.35K","-0.53%"
"09/17/2018","112.80","109.36","112.80","109.04","9.54K","3.11%"
"09/14/2018","109.40","110.52","111.20","109.40","1.19K","-2.11%"
"09/13/2018","111.76","112.56","112.56","111.76","0.69K","-2.72%"
"09/12/2018","114.88","115.96","115.96","114.36","1.59K","-1.31%"
"09/11/2018","116.40","121.36","121.68","116.40","0.61K","-2.94%"
"09/10/2018","119.92","121.24","121.24","119.12","2.48K","-2.69%"
"09/07/2018","123.24","124.24","125.00","122.20","1.97K","1.48%"
"09/06/2018","121.44","120.88","123.72","119.68","12.25K","3.05%"
"09/05/2018","117.84","120.00","120.64","117.76","1.45K","0.61%"
"09/04/2018","117.12","118.08","119.84","117.12","4.84K","-1.38%"
"08/31/2018","118.76","117.00","119.52","115.56","3.35K","0.61%"
"08/30/2018","118.04","115.84","118.50","115.76","0.65K","3.00%"
"08/29/2018","114.60","115.84","115.84","114.60","1.62K","-0.97%"
"08/28/2018","115.72","115.20","116.08","114.64","0.81K","0.10%"
"08/27/2018","115.60","114.63","115.60","114.48","1.52K","0.14%"
"08/24/2018","115.44","114.00","115.52","113.68","4.84K","-0.59%"
"08/23/2018","116.12","115.92","116.72","114.56","1.24K","0.28%"
"08/22/2018","115.80","117.84","117.84","115.80","4.48K","-1.73%"
"08/21/2018","117.84","114.72","117.92","114.72","1.99K","2.01%"
"08/20/2018","115.52","115.52","115.92","114.88","1.14K","-2.07%"
"08/17/2018","117.96","123.04","123.36","117.60","10.69K","-2.45%"
"08/16/2018","120.92","123.12","123.12","119.52","8.15K","-5.47%"
"08/15/2018","127.92","127.84","135.52","126.64","29.66K","6.25%"
"08/14/2018","120.40","123.92","126.00","120.40","13.92K","-5.05%"
"08/13/2018","126.80","121.12","127.04","117.36","10.96K","5.81%"
"08/10/2018","119.84","119.29","122.00","118.08","12.98K","5.01%"
"08/09/2018","114.12","111.80","114.20","111.44","3.40K","1.77%"
"08/08/2018","112.13","112.16","112.16","112.13","0.56K","-1.85%"
"08/07/2018","114.24","115.36","115.36","114.12","8.22K","-2.42%"
"08/06/2018","117.07","120.56","120.56","117.07","6.55K","-2.89%"
"08/03/2018","120.56","120.72","120.80","120.50","0.55K","-1.76%"
"08/02/2018","122.72","128.19","128.19","122.72","0.25K","-1.03%"
"08/01/2018","124.00","124.24","125.68","122.80","0.48K","-1.21%"
"07/31/2018","125.52","125.52","125.52","125.52","0.24K","-2.33%"
